"THREAD#","SEQUENCE#","FIRST_CHANGE#","FIRST_TIME","NEXT_TIME"
1,12482,3926752793450,2025-03-08 00:44:06.000,2025-03-08 02:43:09.000
1,12483,3926752811374,2025-03-08 02:43:09.000,2025-03-08 06:00:14.000
1,12484,3926752844589,2025-03-08 06:00:14.000,2025-03-08 06:43:12.000
1,12485,3926752855391,2025-03-08 06:43:12.000,2025-03-08 10:05:59.000
1,12486,3926752888072,2025-03-08 10:05:59.000,2025-03-08 10:43:12.000
1,12487,3926752894588,2025-03-08 10:43:12.000,2025-03-08 14:06:10.000
1,12488,3926752926880,2025-03-08 14:06:10.000,2025-03-08 14:43:13.000
1,12489,3926752934938,2025-03-08 14:43:13.000,2025-03-08 18:06:23.000
1,12490,3926752967877,2025-03-08 18:06:23.000,2025-03-08 18:26:15.000
1,12491,3926752974695,2025-03-08 18:26:15.000,2025-03-08 18:43:12.000
1,12492,3926752978414,2025-03-08 18:43:12.000,2025-03-08 22:06:33.000
1,12493,3926753010731,2025-03-08 22:06:33.000,2025-03-08 22:06:51.000
1,12494,3926753014173,2025-03-08 22:06:51.000,2025-03-08 22:06:58.000
1,12495,3926753016437,2025-03-08 22:06:58.000,2025-03-08 22:43:11.000
1,12496,3926753021828,2025-03-08 22:43:11.000,2025-03-09 00:43:18.000
1,12497,3926753041805,2025-03-09 00:43:18.000,2025-03-09 00:44:19.000
1,12498,3926753042043,2025-03-09 00:44:19.000,2025-03-09 03:43:13.000
1,12499,3926753060036,2025-03-09 03:43:13.000,2025-03-09 06:00:28.000
1,12500,3926753086027,2025-03-09 06:00:28.000,2025-03-09 07:43:11.000
1,12501,3926753103547,2025-03-09 07:43:11.000,2025-03-09 10:07:08.000
1,12502,3926753128307,2025-03-09 10:07:08.000,2025-03-09 11:43:13.000
1,12503,3926753143629,2025-03-09 11:43:13.000,2025-03-09 15:00:51.000
1,12504,3926753176878,2025-03-09 15:00:51.000,2025-03-09 15:43:12.000
1,12505,3926753183263,2025-03-09 15:43:12.000,2025-03-09 18:50:00.000
1,12506,3926753214601,2025-03-09 18:50:00.000,2025-03-09 19:27:26.000
1,12507,3926753221156,2025-03-09 19:27:26.000,2025-03-09 19:43:10.000
1,12508,3926753224702,2025-03-09 19:43:10.000,2025-03-09 22:07:43.000
1,12509,3926753249440,2025-03-09 22:07:43.000,2025-03-09 22:07:59.000
1,12510,3926753253691,2025-03-09 22:07:59.000,2025-03-09 23:43:11.000
1,12511,3926753267995,2025-03-09 23:43:11.000,2025-03-10 00:43:13.000
1,12512,3926753277139,2025-03-10 00:43:13.000,2025-03-10 00:44:24.000
1,12513,3926753277394,2025-03-10 00:44:24.000,2025-03-10 03:43:11.000
1,12514,3926753304554,2025-03-10 03:43:11.000,2025-03-10 07:43:11.000
1,12515,3926753339774,2025-03-10 07:43:11.000,2025-03-10 11:43:12.000
1,12516,3926753374456,2025-03-10 11:43:12.000,2025-03-10 15:43:11.000
1,12517,3926753409233,2025-03-10 15:43:11.000,2025-03-10 19:28:34.000
1,12518,3926753443061,2025-03-10 19:28:34.000,2025-03-10 19:28:36.000
1,12519,3926753443701,2025-03-10 19:28:36.000,2025-03-10 19:43:12.000
1,12520,3926753446378,2025-03-10 19:43:12.000,2025-03-10 22:00:23.000
1,12521,3926753472145,2025-03-10 22:00:23.000,2025-03-10 22:00:58.000
1,12522,3926753475941,2025-03-10 22:00:58.000,2025-03-10 23:43:10.000
1,12523,3926753494983,2025-03-10 23:43:10.000,2025-03-11 00:43:16.000
1,12524,3926753504212,2025-03-11 00:43:16.000,2025-03-11 00:44:42.000
1,12525,3926753504582,2025-03-11 00:44:42.000,2025-03-11 03:43:13.000
1,12526,3926753531608,2025-03-11 03:43:13.000,2025-03-11 07:05:11.000
1,12527,3926753561121,2025-03-11 07:05:11.000,2025-03-11 07:43:10.000
1,12528,3926753566589,2025-03-11 07:43:10.000,2025-03-11 11:43:12.000
1,12529,3926753601291,2025-03-11 11:43:12.000,2025-03-11 15:36:36.000
1,12530,3926753635144,2025-03-11 15:36:36.000,2025-03-11 15:43:11.000
1,12531,3926753636028,2025-03-11 15:43:11.000,2025-03-11 19:29:43.000
1,12532,3926753669461,2025-03-11 19:29:43.000,2025-03-11 19:29:45.000
1,12533,3926753670438,2025-03-11 19:29:45.000,2025-03-11 19:43:11.000
1,12534,3926753673089,2025-03-11 19:43:11.000,2025-03-11 22:00:29.000
1,12535,3926753699322,2025-03-11 22:00:29.000,2025-03-11 22:01:00.000
1,12536,3926753704640,2025-03-11 22:01:00.000,2025-03-11 23:43:11.000
1,12537,3926753720899,2025-03-11 23:43:11.000,2025-03-11 23:51:43.000
1,12538,3926753722628,2025-03-11 23:51:43.000,2025-03-11 23:52:02.000
1,12539,3926753723001,2025-03-11 23:52:02.000,2025-03-11 23:52:25.000
1,12540,3926753723599,2025-03-11 23:52:25.000,2025-03-11 23:52:51.000
1,12541,3926753724111,2025-03-11 23:52:51.000,2025-03-11 23:52:53.000
1,12542,3926753724621,2025-03-11 23:52:53.000,2025-03-11 23:52:56.000
1,12543,3926753725142,2025-03-11 23:52:56.000,2025-03-11 23:53:02.000
1,12544,3926753725639,2025-03-11 23:53:02.000,2025-03-11 23:53:06.000
1,12545,3926753725949,2025-03-11 23:53:06.000,2025-03-11 23:53:07.000
1,12546,3926753725988,2025-03-11 23:53:07.000,2025-03-11 23:53:20.000
1,12547,3926753726081,2025-03-11 23:53:20.000,2025-03-11 23:53:33.000
1,12548,3926753726146,2025-03-11 23:53:33.000,2025-03-11 23:53:37.000
1,12549,3926753726216,2025-03-11 23:53:37.000,2025-03-11 23:53:45.000
1,12550,3926753726327,2025-03-11 23:53:45.000,2025-03-11 23:53:54.000
1,12551,3926753726391,2025-03-11 23:53:54.000,2025-03-11 23:54:06.000
1,12552,3926753726471,2025-03-11 23:54:06.000,2025-03-11 23:54:38.000
1,12553,3926753726603,2025-03-11 23:54:38.000,2025-03-11 23:56:57.000
1,12554,3926753726959,2025-03-11 23:56:57.000,2025-03-12 00:43:11.000
1,12555,3926753734407,2025-03-12 00:43:11.000,2025-03-12 00:44:41.000
1,12556,3926753734712,2025-03-12 00:44:41.000,2025-03-12 03:43:10.000
1,12557,3926753761611,2025-03-12 03:43:10.000,2025-03-12 07:05:20.000
1,12558,3926753791161,2025-03-12 07:05:20.000,2025-03-12 07:43:09.000
1,12559,3926753796701,2025-03-12 07:43:09.000,2025-03-12 11:43:10.000
1,12560,3926753831484,2025-03-12 11:43:10.000,2025-03-12 15:43:09.000
1,12561,3926753866182,2025-03-12 15:43:09.000,2025-03-12 19:00:51.000
1,12562,3926753895710,2025-03-12 19:00:51.000,2025-03-12 19:05:24.000
1,12563,3926753897383,2025-03-12 19:05:24.000,2025-03-12 19:43:11.000
1,12564,3926753902666,2025-03-12 19:43:11.000,2025-03-12 22:00:26.000
1,12565,3926753927839,2025-03-12 22:00:26.000,2025-03-12 22:01:28.000
1,12566,3926753931753,2025-03-12 22:01:28.000,2025-03-12 23:43:11.000
1,12567,3926753950950,2025-03-12 23:43:11.000,2025-03-13 00:43:15.000
1,12568,3926753960035,2025-03-13 00:43:15.000,2025-03-13 00:44:46.000
1,12569,3926753960344,2025-03-13 00:44:46.000,2025-03-13 03:43:11.000
1,12570,3926753986992,2025-03-13 03:43:11.000,2025-03-13 07:43:11.000
1,12571,3926754021973,2025-03-13 07:43:11.000,2025-03-13 11:43:11.000
1,12572,3926754056850,2025-03-13 11:43:11.000,2025-03-13 15:43:09.000
1,12573,3926754091931,2025-03-13 15:43:09.000,2025-03-13 19:02:05.000
1,12574,3926754121569,2025-03-13 19:02:05.000,2025-03-13 19:43:14.000
1,12575,3926754128505,2025-03-13 19:43:14.000,2025-03-13 22:00:22.000
1,12576,3926754154026,2025-03-13 22:00:22.000,2025-03-13 22:00:57.000
1,12577,3926754159193,2025-03-13 22:00:57.000,2025-03-13 23:43:10.000
1,12578,3926754175296,2025-03-13 23:43:10.000,2025-03-14 00:43:15.000
1,12579,3926754184301,2025-03-14 00:43:15.000,2025-03-14 00:44:40.000
1,12580,3926754184603,2025-03-14 00:44:40.000,2025-03-14 03:43:13.000
1,12581,3926754211382,2025-03-14 03:43:13.000,2025-03-14 04:25:58.000
1,12582,3926754218511,2025-03-14 04:25:58.000,2025-03-14 04:41:58.000
1,12583,3926754220881,2025-03-14 04:41:58.000,2025-03-14 04:56:35.000
1,12584,3926754223088,2025-03-14 04:56:35.000,2025-03-14 07:43:13.000
1,12585,3926754247651,2025-03-14 07:43:13.000,2025-03-14 11:43:09.000
1,12586,3926754282196,2025-03-14 11:43:09.000,2025-03-14 15:43:09.000
1,12587,3926754316759,2025-03-14 15:43:09.000,2025-03-14 19:03:16.000
1,12588,3926754346345,2025-03-14 19:03:16.000,2025-03-14 19:43:10.000
1,12589,3926754352989,2025-03-14 19:43:10.000,2025-03-14 22:00:26.000
1,12590,3926754377321,2025-03-14 22:00:26.000,2025-03-14 22:01:11.000
1,12591,3926754384164,2025-03-14 22:01:11.000,2025-03-14 23:43:15.000
1,12592,3926754399930,2025-03-14 23:43:15.000,2025-03-15 00:43:13.000
1,12593,3926754408983,2025-03-15 00:43:13.000,2025-03-15 00:44:40.000
1,12594,3926754409287,2025-03-15 00:44:40.000,2025-03-15 01:47:21.000
1,12595,3926754419520,2025-03-15 01:47:21.000,2025-03-15 01:50:46.000
1,12596,3926754420278,2025-03-15 01:50:46.000,2025-03-15 01:51:35.000
1,12597,3926754420445,2025-03-15 01:51:35.000,2025-03-15 03:43:09.000
1,12598,3926754437489,2025-03-15 03:43:09.000,2025-03-15 06:00:30.000
1,12599,3926754463048,2025-03-15 06:00:30.000,2025-03-15 07:43:12.000
1,12600,3926754481160,2025-03-15 07:43:12.000,2025-03-15 10:04:11.000
1,12601,3926754505766,2025-03-15 10:04:11.000,2025-03-15 11:43:10.000
1,12602,3926754520616,2025-03-15 11:43:10.000,2025-03-15 15:00:00.000
1,12603,3926754554016,2025-03-15 15:00:00.000,2025-03-15 15:43:10.000
1,12604,3926754561107,2025-03-15 15:43:10.000,2025-03-15 18:04:32.000
1,12605,3926754585260,2025-03-15 18:04:32.000,2025-03-15 19:04:27.000
1,12606,3926754597422,2025-03-15 19:04:27.000,2025-03-15 19:19:29.000
1,12607,3926754600724,2025-03-15 19:19:29.000,2025-03-15 19:43:12.000
1,12608,3926754604032,2025-03-15 19:43:12.000,2025-03-15 22:04:46.000
1,12609,3926754627993,2025-03-15 22:04:46.000,2025-03-15 22:15:36.000
1,12610,3926754634472,2025-03-15 22:15:36.000,2025-03-15 23:43:10.000
1,12611,3926754647346,2025-03-15 23:43:10.000,2025-03-16 00:43:14.000
1,12612,3926754656597,2025-03-16 00:43:14.000,2025-03-16 00:44:31.000
1,12613,3926754656871,2025-03-16 00:44:31.000,2025-03-16 03:43:11.000
1,12614,3926754686042,2025-03-16 03:43:11.000,2025-03-16 06:00:25.000
1,12615,3926754711973,2025-03-16 06:00:25.000,2025-03-16 07:43:08.000
1,12616,3926754729118,2025-03-16 07:43:08.000,2025-03-16 10:14:36.000
1,12617,3926754756060,2025-03-16 10:14:36.000,2025-03-16 11:43:11.000
1,12618,3926754769001,2025-03-16 11:43:11.000,2025-03-16 15:00:02.000
1,12619,3926754801676,2025-03-16 15:00:02.000,2025-03-16 15:43:10.000
1,12620,3926754808043,2025-03-16 15:43:10.000,2025-03-16 18:05:40.000
1,12621,3926754832350,2025-03-16 18:05:40.000,2025-03-16 19:05:36.000
1,12622,3926754844068,2025-03-16 19:05:36.000,2025-03-16 19:43:12.000
1,12623,3926754850677,2025-03-16 19:43:12.000,2025-03-16 22:05:58.000
1,12624,3926754875017,2025-03-16 22:05:58.000,2025-03-16 22:06:13.000
1,12625,3926754879193,2025-03-16 22:06:13.000,2025-03-16 23:43:12.000
1,12626,3926754894543,2025-03-16 23:43:12.000,2025-03-17 00:43:10.000
1,12627,3926754903582,2025-03-17 00:43:10.000,2025-03-17 00:44:27.000
1,12628,3926754903846,2025-03-17 00:44:27.000,2025-03-17 03:43:09.000
1,12629,3926754930809,2025-03-17 03:43:09.000,2025-03-17 07:43:10.000
1,12630,3926754965962,2025-03-17 07:43:10.000,2025-03-17 11:43:11.000
1,12631,3926755000593,2025-03-17 11:43:11.000,2025-03-17 15:43:12.000
1,12632,3926755035191,2025-03-17 15:43:12.000,2025-03-17 19:06:44.000
1,12633,3926755065345,2025-03-17 19:06:44.000,2025-03-17 19:43:09.000
1,12634,3926755071685,2025-03-17 19:43:09.000,2025-03-17 22:00:23.000
1,12635,3926755097210,2025-03-17 22:00:23.000,2025-03-17 22:01:07.000
1,12636,3926755102144,2025-03-17 22:01:07.000,2025-03-17 23:43:11.000
1,12637,3926755118919,2025-03-17 23:43:11.000,2025-03-18 00:43:15.000
1,12638,3926755128187,2025-03-18 00:43:15.000,2025-03-18 00:44:12.000
1,12639,3926755128411,2025-03-18 00:44:12.000,2025-03-18 03:43:11.000
1,12640,3926755155414,2025-03-18 03:43:11.000,2025-03-18 07:06:06.000
1,12641,3926755185249,2025-03-18 07:06:06.000,2025-03-18 07:43:11.000
1,12642,3926755190575,2025-03-18 07:43:11.000,2025-03-18 11:43:13.000
1,12643,3926755225254,2025-03-18 11:43:13.000,2025-03-18 15:00:20.000
1,12644,3926755253581,2025-03-18 15:00:20.000,2025-03-18 15:43:11.000
1,12645,3926755259820,2025-03-18 15:43:11.000,2025-03-18 19:06:11.000
1,12646,3926755289142,2025-03-18 19:06:11.000,2025-03-18 19:07:54.000
1,12647,3926755290105,2025-03-18 19:07:54.000,2025-03-18 19:43:11.000
1,12648,3926755296138,2025-03-18 19:43:11.000,2025-03-18 22:00:26.000
1,12649,3926755320577,2025-03-18 22:00:26.000,2025-03-18 22:00:57.000
1,12650,3926755323824,2025-03-18 22:00:57.000,2025-03-18 23:43:12.000
1,12651,3926755343300,2025-03-18 23:43:12.000,2025-03-19 00:43:11.000
1,12652,3926755352371,2025-03-19 00:43:11.000,2025-03-19 00:44:47.000
1,12653,3926755352692,2025-03-19 00:44:47.000,2025-03-19 03:43:12.000
1,12654,3926755379562,2025-03-19 03:43:12.000,2025-03-19 07:06:16.000
1,12655,3926755409371,2025-03-19 07:06:16.000,2025-03-19 07:43:11.000
1,12656,3926755414760,2025-03-19 07:43:11.000,2025-03-19 08:39:31.000
1,12657,3926755424016,2025-03-19 08:39:31.000,2025-03-19 08:54:38.000
1,12658,3926755426403,2025-03-19 08:54:38.000,2025-03-19 09:08:31.000
1,12659,3926755429589,2025-03-19 09:08:31.000,2025-03-19 09:24:31.000
1,12660,3926755433058,2025-03-19 09:24:31.000,2025-03-19 09:39:31.000
1,12661,3926755436243,2025-03-19 09:39:31.000,2025-03-19 09:54:31.000
1,12662,3926755439315,2025-03-19 09:54:31.000,2025-03-19 10:09:31.000
1,12663,3926755442566,2025-03-19 10:09:31.000,2025-03-19 10:24:31.000
1,12664,3926755444741,2025-03-19 10:24:31.000,2025-03-19 11:43:11.000
1,12665,3926755456475,2025-03-19 11:43:11.000,2025-03-19 13:27:58.000
1,12666,3926755472201,2025-03-19 13:27:58.000,2025-03-19 13:32:21.000
1,12667,3926755472994,2025-03-19 13:32:21.000,2025-03-19 13:40:50.000
1,12668,3926755474446,2025-03-19 13:40:50.000,2025-03-19 13:49:50.000
1,12669,3926755475910,2025-03-19 13:49:50.000,2025-03-19 14:00:50.000
1,12670,3926755477858,2025-03-19 14:00:50.000,2025-03-19 14:26:36.000
1,12671,3926755482024,2025-03-19 14:26:36.000,2025-03-19 15:43:12.000
1,12672,3926755493262,2025-03-19 15:43:12.000,2025-03-19 19:06:19.000
1,12673,3926755522826,2025-03-19 19:06:19.000,2025-03-19 19:09:02.000
1,12674,3926755523916,2025-03-19 19:09:02.000,2025-03-19 19:43:11.000
1,12675,3926755529802,2025-03-19 19:43:11.000,2025-03-19 22:00:30.000
1,12676,3926755555364,2025-03-19 22:00:30.000,2025-03-19 22:01:27.000
1,12677,3926755561990,2025-03-19 22:01:27.000,2025-03-19 23:43:10.000
1,12678,3926755578314,2025-03-19 23:43:10.000,2025-03-20 00:43:14.000
1,12679,3926755587571,2025-03-20 00:43:14.000,2025-03-20 00:44:17.000
1,12680,3926755587809,2025-03-20 00:44:17.000,2025-03-20 03:43:11.000
1,12681,3926755614904,2025-03-20 03:43:11.000,2025-03-20 05:51:42.000
1,12682,3926755633978,2025-03-20 05:51:42.000,2025-03-20 05:52:22.000
1,12683,3926755634158,2025-03-20 05:52:22.000,2025-03-20 05:52:36.000
1,12684,3926755634219,2025-03-20 05:52:36.000,2025-03-20 05:53:24.000
1,12685,3926755634518,2025-03-20 05:53:24.000,2025-03-20 05:59:04.000
1,12686,3926755635419,2025-03-20 05:59:04.000,2025-03-20 05:59:30.000
1,12687,3926755635573,2025-03-20 05:59:30.000,2025-03-20 05:59:51.000
1,12688,3926755635681,2025-03-20 05:59:51.000,2025-03-20 07:43:10.000
1,12689,3926755651146,2025-03-20 07:43:10.000,2025-03-20 11:43:42.000
1,12690,3926755686079,2025-03-20 11:43:42.000,2025-03-20 15:43:40.000
1,12691,3926755720664,2025-03-20 15:43:40.000,2025-03-20 19:10:11.000
1,12692,3926755751194,2025-03-20 19:10:11.000,2025-03-20 19:43:10.000
1,12693,3926755757027,2025-03-20 19:43:10.000,2025-03-20 22:00:29.000
1,12694,3926755782076,2025-03-20 22:00:29.000,2025-03-20 22:01:08.000
1,12695,3926755786636,2025-03-20 22:01:08.000,2025-03-20 23:43:09.000
1,12696,3926755805351,2025-03-20 23:43:09.000,2025-03-21 00:43:42.000
1,12697,3926755814573,2025-03-21 00:43:42.000,2025-03-21 00:45:11.000
1,12698,3926755814886,2025-03-21 00:45:11.000,2025-03-21 03:43:12.000
1,12699,3926755841604,2025-03-21 03:43:12.000,2025-03-21 07:43:10.000
1,12700,3926755876538,2025-03-21 07:43:10.000,2025-03-21 11:43:13.000
1,12701,3926755911126,2025-03-21 11:43:13.000,2025-03-21 15:43:11.000
1,12702,3926755945691,2025-03-21 15:43:11.000,2025-03-21 19:43:12.000
1,12703,3926755980326,2025-03-21 19:43:12.000,2025-03-21 22:00:33.000
1,12704,3926756006233,2025-03-21 22:00:33.000,2025-03-21 22:01:17.000
1,12705,3926756010673,2025-03-21 22:01:17.000,2025-03-21 22:11:31.000
1,12706,3926756013247,2025-03-21 22:11:31.000,2025-03-21 23:43:12.000
1,12707,3926756028099,2025-03-21 23:43:12.000,2025-03-22 00:43:15.000
1,12708,3926756037212,2025-03-22 00:43:15.000,2025-03-22 00:44:20.000
1,12709,3926756037453,2025-03-22 00:44:20.000,2025-03-22 03:43:09.000
1,12710,3926756065051,2025-03-22 03:43:09.000,2025-03-22 06:00:27.000
1,12711,3926756090640,2025-03-22 06:00:27.000,2025-03-22 06:01:14.000
1,12712,3926756094349,2025-03-22 06:01:14.000,2025-03-22 07:43:12.000
1,12713,3926756112033,2025-03-22 07:43:12.000,2025-03-22 10:02:15.000
1,12714,3926756136007,2025-03-22 10:02:15.000,2025-03-22 11:43:11.000
1,12715,3926756152773,2025-03-22 11:43:11.000,2025-03-22 14:51:21.000
1,12716,3926756184658,2025-03-22 14:51:21.000,2025-03-22 15:43:11.000
1,12717,3926756192444,2025-03-22 15:43:11.000,2025-03-22 18:02:37.000
1,12718,3926756216414,2025-03-22 18:02:37.000,2025-03-22 19:43:12.000
1,12719,3926756231751,2025-03-22 19:43:12.000,2025-03-22 22:12:39.000
1,12720,3926756257893,2025-03-22 22:12:39.000,2025-03-22 22:12:41.000
1,12721,3926756258577,2025-03-22 22:12:41.000,2025-03-22 22:41:11.000
1,12722,3926756264037,2025-03-22 22:41:11.000,2025-03-22 22:43:07.000
1,12723,3926756264745,2025-03-22 22:43:07.000,2025-03-22 22:46:17.000
1,12724,3926756265665,2025-03-22 22:46:17.000,2025-03-22 22:47:04.000
1,12725,3926756266330,2025-03-22 22:47:04.000,2025-03-22 22:59:14.000
1,12726,3926756268829,2025-03-22 22:59:14.000,2025-03-22 23:11:14.000
1,12727,3926756271332,2025-03-22 23:11:14.000,2025-03-22 23:43:09.000
1,12728,3926756276559,2025-03-22 23:43:09.000,2025-03-23 00:43:12.000
1,12729,3926756285802,2025-03-23 00:43:12.000,2025-03-23 00:44:17.000
1,12730,3926756286123,2025-03-23 00:44:17.000,2025-03-23 03:43:09.000
1,12731,3926756314432,2025-03-23 03:43:09.000,2025-03-23 06:00:27.000
1,12732,3926756339441,2025-03-23 06:00:27.000,2025-03-23 06:01:04.000
1,12733,3926756344586,2025-03-23 06:01:04.000,2025-03-23 07:43:11.000
1,12734,3926756360400,2025-03-23 07:43:11.000,2025-03-23 11:00:55.000
1,12735,3926756393654,2025-03-23 11:00:55.000,2025-03-23 11:43:12.000
1,12736,3926756399896,2025-03-23 11:43:12.000,2025-03-23 14:03:36.000
1,12737,3926756424384,2025-03-23 14:03:36.000,2025-03-23 15:43:10.000
1,12738,3926756439739,2025-03-23 15:43:10.000,2025-03-23 19:00:19.000
1,12739,3926756472559,2025-03-23 19:00:19.000,2025-03-23 19:43:13.000
1,12740,3926756478877,2025-03-23 19:43:13.000,2025-03-23 22:03:58.000
1,12741,3926756503213,2025-03-23 22:03:58.000,2025-03-23 22:13:50.000
1,12742,3926756506025,2025-03-23 22:13:50.000,2025-03-23 23:43:11.000
1,12743,3926756520349,2025-03-23 23:43:11.000,2025-03-24 00:43:14.000
1,12744,3926756529450,2025-03-24 00:43:14.000,2025-03-24 00:44:19.000
1,12745,3926756529779,2025-03-24 00:44:19.000,2025-03-24 03:43:12.000
1,12746,3926756556575,2025-03-24 03:43:12.000,2025-03-24 07:43:11.000
1,12747,3926756591726,2025-03-24 07:43:11.000,2025-03-24 11:43:10.000
1,12748,3926756626963,2025-03-24 11:43:10.000,2025-03-24 15:43:12.000
1,12749,3926756661666,2025-03-24 15:43:12.000,2025-03-24 19:43:11.000
1,12750,3926756696472,2025-03-24 19:43:11.000,2025-03-24 22:00:30.000
1,12751,3926756722258,2025-03-24 22:00:30.000,2025-03-24 22:01:16.000
1,12752,3926756725427,2025-03-24 22:01:16.000,2025-03-24 22:14:58.000
1,12753,3926756730593,2025-03-24 22:14:58.000,2025-03-24 23:43:09.000
1,12754,3926756745175,2025-03-24 23:43:09.000,2025-03-25 00:43:14.000
1,12755,3926756754343,2025-03-25 00:43:14.000,2025-03-25 00:44:09.000
1,12756,3926756754564,2025-03-25 00:44:09.000,2025-03-25 02:07:39.000
1,12757,3926756768033,2025-03-25 02:07:39.000,2025-03-25 02:07:58.000
1,12758,3926756768138,2025-03-25 02:07:58.000,2025-03-25 02:08:16.000
1,12759,3926756768217,2025-03-25 02:08:16.000,2025-03-25 02:08:30.000
1,12760,3926756768286,2025-03-25 02:08:30.000,2025-03-25 02:08:40.000
1,12761,3926756768399,2025-03-25 02:08:40.000,2025-03-25 02:08:51.000
1,12762,3926756768543,2025-03-25 02:08:51.000,2025-03-25 02:08:54.000
1,12763,3926756768579,2025-03-25 02:08:54.000,2025-03-25 02:09:04.000
1,12764,3926756768712,2025-03-25 02:09:04.000,2025-03-25 02:09:05.000
1,12765,3926756768825,2025-03-25 02:09:05.000,2025-03-25 02:09:16.000
1,12766,3926756768979,2025-03-25 02:09:16.000,2025-03-25 02:09:18.000
1,12767,3926756769021,2025-03-25 02:09:18.000,2025-03-25 02:09:28.000
1,12768,3926756769184,2025-03-25 02:09:28.000,2025-03-25 02:09:37.000
1,12769,3926756769390,2025-03-25 02:09:37.000,2025-03-25 02:09:39.000
1,12770,3926756769499,2025-03-25 02:09:39.000,2025-03-25 02:09:40.000
1,12771,3926756769785,2025-03-25 02:09:40.000,2025-03-25 02:09:49.000
1,12772,3926756770426,2025-03-25 02:09:49.000,2025-03-25 02:09:52.000
1,12773,3926756770686,2025-03-25 02:09:52.000,2025-03-25 02:09:58.000
1,12774,3926756771020,2025-03-25 02:09:58.000,2025-03-25 02:10:00.000
1,12775,3926756771111,2025-03-25 02:10:00.000,2025-03-25 02:10:13.000
1,12776,3926756771287,2025-03-25 02:10:13.000,2025-03-25 02:10:16.000
1,12777,3926756771338,2025-03-25 02:10:16.000,2025-03-25 02:10:18.000
1,12778,3926756771382,2025-03-25 02:10:18.000,2025-03-25 02:10:22.000
1,12779,3926756771450,2025-03-25 02:10:22.000,2025-03-25 02:10:24.000
1,12780,3926756771491,2025-03-25 02:10:24.000,2025-03-25 02:10:28.000
1,12781,3926756771542,2025-03-25 02:10:28.000,2025-03-25 02:10:29.000
1,12782,3926756771583,2025-03-25 02:10:29.000,2025-03-25 02:10:34.000
1,12783,3926756771636,2025-03-25 02:10:34.000,2025-03-25 02:10:37.000
1,12784,3926756771733,2025-03-25 02:10:37.000,2025-03-25 02:10:43.000
1,12785,3926756771797,2025-03-25 02:10:43.000,2025-03-25 02:10:53.000
1,12786,3926756772065,2025-03-25 02:10:53.000,2025-03-25 02:10:55.000
1,12787,3926756772105,2025-03-25 02:10:55.000,2025-03-25 02:11:24.000
1,12788,3926756772200,2025-03-25 02:11:24.000,2025-03-25 02:11:40.000
1,12789,3926756772289,2025-03-25 02:11:40.000,2025-03-25 02:11:43.000
1,12790,3926756772329,2025-03-25 02:11:43.000,2025-03-25 02:12:13.000
1,12791,3926756772784,2025-03-25 02:12:13.000,2025-03-25 02:12:27.000
1,12792,3926756773052,2025-03-25 02:12:27.000,2025-03-25 02:12:30.000
1,12793,3926756773264,2025-03-25 02:12:30.000,2025-03-25 03:43:10.000
1,12794,3926756787506,2025-03-25 03:43:10.000,2025-03-25 07:43:11.000
1,12795,3926756822669,2025-03-25 07:43:11.000,2025-03-25 11:43:11.000
1,12796,3926756857615,2025-03-25 11:43:11.000,2025-03-25 15:43:11.000
1,12797,3926756892390,2025-03-25 15:43:11.000,2025-03-25 19:07:08.000
1,12798,3926756922481,2025-03-25 19:07:08.000,2025-03-25 19:43:10.000
1,12799,3926756927453,2025-03-25 19:43:10.000,2025-03-25 22:00:34.000
1,12800,3926756952483,2025-03-25 22:00:34.000,2025-03-25 22:01:22.000
1,12801,3926756958682,2025-03-25 22:01:22.000,2025-03-25 22:16:06.000
1,12802,3926756963709,2025-03-25 22:16:06.000,2025-03-25 23:43:11.000
1,12803,3926756978079,2025-03-25 23:43:11.000,2025-03-26 00:43:11.000
1,12804,3926756987375,2025-03-26 00:43:11.000,2025-03-26 00:44:12.000
1,12805,3926756987616,2025-03-26 00:44:12.000,2025-03-26 03:43:12.000
1,12806,3926757014808,2025-03-26 03:43:12.000,2025-03-26 07:07:12.000
1,12807,3926757045055,2025-03-26 07:07:12.000,2025-03-26 07:43:09.000
1,12808,3926757050055,2025-03-26 07:43:09.000,2025-03-26 11:43:11.000
1,12809,3926757085206,2025-03-26 11:43:11.000,2025-03-26 15:00:30.000
1,12810,3926757113809,2025-03-26 15:00:30.000,2025-03-26 15:43:09.000
1,12811,3926757120085,2025-03-26 15:43:09.000,2025-03-26 19:07:15.000
1,12812,3926757150116,2025-03-26 19:07:15.000,2025-03-26 19:43:09.000
1,12813,3926757155109,2025-03-26 19:43:09.000,2025-03-26 22:00:27.000
1,12814,3926757179820,2025-03-26 22:00:27.000,2025-03-26 22:01:13.000
1,12815,3926757183654,2025-03-26 22:01:13.000,2025-03-26 22:17:12.000
1,12816,3926757190494,2025-03-26 22:17:12.000,2025-03-26 23:00:54.000
1,12817,3926757198100,2025-03-26 23:00:54.000,2025-03-26 23:43:10.000
1,12818,3926757204525,2025-03-26 23:43:10.000,2025-03-27 00:43:14.000
1,12819,3926757213683,2025-03-27 00:43:14.000,2025-03-27 00:44:20.000
1,12820,3926757213925,2025-03-27 00:44:20.000,2025-03-27 03:43:11.000
1,12821,3926757240982,2025-03-27 03:43:11.000,2025-03-27 07:43:09.000
